wavelength,0,2,4,6,8,10,12,14,16,18,20,25,30,35,40,45,50,60,70,80,90,100
450,48532,47808,46420,46322,45995,45778,45421,45841,45055,45792,45134,44822,44035,44416,44537,44596,43633,43041,41641,41650,40482,39343
475,36451,35686,34763,34527,34357,34211,33908,34023,33452,33964,33527,33174,32496,32929,32729,32734,32444,31589,30753,30367,29611,28837
515,47326,46448,45472,45239,45089,44961,44658,44854,44230,44746,44294,43954,43129,43646,43514,43509,43212,42308,41398,40973,40133,39373
550,16264,15896,15462,15337,15302,15235,15079,15140,14884,15113,14924,14765,14416,14603,14528,14500,14370,13956,13606,13333,13062,12689
555,64607,63149,61725,61628,61398,61140,60653,61227,60269,61186,60406,59991,58926,59412,58710,59861,58917,58025,56483,56374,55015,53883
600,47247,46219,45171,45035,44900,44658,44312,44733,44017,44713,44115,43863,43087,43374,43569,43684,42999,42333,41154,41107,40092,39253
640,29433,28847,28165,27989,27902,27797,27585,27655,27275,27616,27308,27087,26549,26797,26726,26692,26446,25865,25215,24931,24337,23806
690,9837,9574,9245,9136,9132,9083,8941,8981,8798,8974,8824,8719,8457,8614,8557,8529,8440,8135,7874,7682,7491,7205
