wavelength,0,2,4,6,8,10,12,14,16,18,20,25,30,35,40,45,50,60,70,80,90,100
450,47301,46934,48036,46573,47039,47102,46705,45830,46838,46512,46182,47357,46867,46187,46062,45823,45497,44888,44125,44170,42720,41872
475,35000,35351,35969,34676,34684,34839,34744,34065,34711,34508,34323,35446,35060,35090,34317,34602,34388,34099,33277,33268,31995,31420
515,45656,45970,46662,45366,45337,45566,45537,44632,45260,45081,45105,46073,45690,45689,44834,45228,44964,44672,43665,43876,42498,41690
550,15405,15592,15905,15272,15247,15340,15420,15065,15286,15215,15233,15747,15555,15552,15229,15376,15266,15076,14736,14832,14192,13892
555,62048,62482,63268,61313,61675,61771,61661,60555,61480,61222,61111,62719,62212,62089,61371,61549,61284,60868,59808,59822,58338,57136
600,45252,45488,46217,44591,45007,45105,44866,44178,44965,44753,44480,45881,45457,45257,44821,44942,44709,44308,43616,43603,42479,41816
640,28094,28347,28835,27790,27875,28006,28102,27555,27912,27828,27819,28592,28293,28216,27850,28047,27781,27663,27026,27186,26323,25768
690,9216,9348,9600,9086,9093,9156,9209,8932,9111,9064,9063,9483,9303,9302,9075,9163,9072,8906,8681,8711,8242,8005
