percent,MSI_ref,AS7343,group,species
0,0.0,0.0,chlorophyte,SP012-ORA2
2,5.999999848427251e-05,0.0201104924373698,chlorophyte,SP012-ORA2
4,-0.0001069999998435,0.0440364215026861,chlorophyte,SP012-ORA2
6,0.0035629998892545,0.0503049180056006,chlorophyte,SP012-ORA2
8,0.008980999700725,0.0534181230034471,chlorophyte,SP012-ORA2
10,0.0161460004746913,0.0571883926449357,chlorophyte,SP012-ORA2
12,0.0059989998117089,0.0648443471249693,chlorophyte,SP012-ORA2
14,0.0033219999168068,0.062309950402722,chlorophyte,SP012-ORA2
16,0.0105720004066824,0.076145962130229,chlorophyte,SP012-ORA2
18,0.0117119997739791,0.063721178948346,chlorophyte,SP012-ORA2
20,0.021374000236392,0.0749367942933295,chlorophyte,SP012-ORA2
25,0.0199149996042251,0.0830625858559115,chlorophyte,SP012-ORA2
30,0.0251299999654293,0.1031244116541787,chlorophyte,SP012-ORA2
35,0.0275759994983673,0.0938265528968428,chlorophyte,SP012-ORA2
40,0.0223919991403818,0.0964796194904943,chlorophyte,SP012-ORA2
45,0.0253500007092952,0.0977525988080033,chlorophyte,SP012-ORA2
50,0.0185010004788637,0.1070115757147323,chlorophyte,SP012-ORA2
60,0.0222020000219345,0.1292257903938851,chlorophyte,SP012-ORA2
70,0.0248419996351003,0.1546774383206749,chlorophyte,SP012-ORA2
80,0.031624998897314,0.1660044848038937,chlorophyte,SP012-ORA2
90,0.04059299826622,0.1901186677894092,chlorophyte,SP012-ORA2
100,0.0612780004739761,0.2121788441036754,chlorophyte,SP012-ORA2
0,0.0,0.0,diatom,p. nitzchia
2,-0.0001579999952809,-0.0123357541813856,diatom,p. nitzchia
4,-0.0001019999981508,-0.0100538322286345,diatom,p. nitzchia
6,0.0034990001004189,-0.0130262188915482,diatom,p. nitzchia
8,0.0009940000018104,0.0058912398181299,diatom,p. nitzchia
10,-4.999999873689376e-05,-0.0074196978897718,diatom,p. nitzchia
12,0.0128779998049139,0.0259626050816369,diatom,p. nitzchia
14,0.0031890000682324,0.0317926860138221,diatom,p. nitzchia
16,0.0006600000197067,0.0221304280515203,diatom,p. nitzchia
18,0.0007789999945089,0.0182060562651132,diatom,p. nitzchia
20,0.0079439999535679,0.0296654475559387,diatom,p. nitzchia
25,0.0093170003965497,0.0186690439685954,diatom,p. nitzchia
30,0.0049379998818039,0.0271115352669057,diatom,p. nitzchia
35,0.0027270000427961,0.0294133633584823,diatom,p. nitzchia
40,0.0071669998578727,0.0368948302078624,diatom,p. nitzchia
45,0.0045360000804066,0.0353360964538071,diatom,p. nitzchia
50,0.0089499996975064,0.0384196634977952,diatom,p. nitzchia
60,0.0079210000112652,0.0143324929007757,diatom,p. nitzchia
70,0.0102390004321932,0.0153261054736507,diatom,p. nitzchia
80,0.0127370003610849,0.0159298522734869,diatom,p. nitzchia
90,0.0178960002958774,0.0496366465960034,diatom,p. nitzchia
100,0.016084000468254,0.0460422909932766,diatom,p. nitzchia
0,0.0,0.0,dinoflagellate,t. tetrahele
2,0.0,0.015820080658316,dinoflagellate,t. tetrahele
4,0.0003399999986868,0.0294772699785032,dinoflagellate,t. tetrahele
6,0.0049890000373125,0.0367464537443106,dinoflagellate,t. tetrahele
8,0.001890999963507,0.054813021458725,dinoflagellate,t. tetrahele
10,0.0226259995251894,0.0623055819956578,dinoflagellate,t. tetrahele
12,0.0148010002449154,0.0663634115555449,dinoflagellate,t. tetrahele
14,0.0395420007407665,0.078269183624623,dinoflagellate,t. tetrahele
16,0.0423079989850521,0.0796662426753811,dinoflagellate,t. tetrahele
18,0.0305230002850294,0.1109438974061615,dinoflagellate,t. tetrahele
20,0.0622740015387535,0.108479581333346,dinoflagellate,t. tetrahele
25,0.0592200011014938,0.172874222481725,dinoflagellate,t. tetrahele
30,0.050500001758337,0.2079713115182169,dinoflagellate,t. tetrahele
35,0.077684000134468,0.2134657156099592,dinoflagellate,t. tetrahele
40,0.0935750007629394,0.259731416147077,dinoflagellate,t. tetrahele
45,0.0849049985408783,0.298349720704688,dinoflagellate,t. tetrahele
50,0.1037449985742569,0.3069018901682246,dinoflagellate,t. tetrahele
60,0.1219019964337349,0.3620034885239237,dinoflagellate,t. tetrahele
70,0.1370159983634948,0.4183040983754158,dinoflagellate,t. tetrahele
80,0.1487420052289962,0.43349136693202,dinoflagellate,t. tetrahele
90,0.1731099933385849,0.5468556904192576,dinoflagellate,t. tetrahele
100,0.1844830065965652,0.6218580968126436,dinoflagellate,t. tetrahele
0,0.0,0.0,dinoflagellate,pavlova
2,-0.0002800000074785,0.0081922528938853,dinoflagellate,pavlova
4,0.0060160001739859,0.0170447867955412,dinoflagellate,pavlova
6,0.00714399991557,0.0485348061483886,dinoflagellate,pavlova
8,0.0102080004289746,0.0536578421023385,dinoflagellate,pavlova
10,0.0111680002883076,0.063837157104329,dinoflagellate,pavlova
12,0.0135439997538924,0.0460548868225492,dinoflagellate,pavlova
14,0.0157040003687143,0.0710248370274677,dinoflagellate,pavlova
16,0.015804000198841,0.0839899023221919,dinoflagellate,pavlova
18,0.0192990005016326,0.1023901354827585,dinoflagellate,pavlova
20,0.0209749992936849,0.1001520221497416,dinoflagellate,pavlova
25,0.0306000001728534,0.1012135531285987,dinoflagellate,pavlova
30,0.0268159992992877,0.1357130387445084,dinoflagellate,pavlova
35,0.0396250002086162,0.109708356892313,dinoflagellate,pavlova
