percent,MSI_ref,AS7343,group,species
16,0.0174640007317066,0.1048935981289502,dinoflagellate,pavlova
18,0.021051999181509,0.1266848837228668,dinoflagellate,pavlova
20,0.0229359995573759,0.1247223121249647,dinoflagellate,pavlova
25,0.0328509993851184,0.1247923376843225,dinoflagellate,pavlova
30,0.0296570006757974,0.1676442856577838,dinoflagellate,pavlova
35,0.0428289994597435,0.1365559361638909,dinoflagellate,pavlova
40,0.0546839982271194,0.202829587977934,dinoflagellate,pavlova
45,0.0648579970002174,0.218318395695146,dinoflagellate,pavlova
50,0.0593499988317489,0.2395337851759144,dinoflagellate,pavlova
60,0.0740910023450851,0.2983290649225443,dinoflagellate,pavlova
70,0.0903239995241165,0.3032558002856466,dinoflagellate,pavlova
80,0.1187049970030784,0.3421752027350965,dinoflagellate,pavlova
90,0.1277080029249191,0.378330124150603,dinoflagellate,pavlova
100,0.1448249965906143,0.4186559414803182,dinoflagellate,pavlova
0,0.0,0.0,dinoflagellate,s. zambalensis
2,-0.0001360000023851,-0.0120658301566284,dinoflagellate,s. zambalensis
4,-9.999999747378752e-06,-0.0319413931524762,dinoflagellate,s. zambalensis
6,0.0016360000008717,0.0086710456251847,dinoflagellate,s. zambalensis
8,0.0049439999274909,0.0103093696588612,dinoflagellate,s. zambalensis
10,0.0071519999764859,0.0042283361095211,dinoflagellate,s. zambalensis
12,0.0096140000969171,-0.0009732360865521,dinoflagellate,s. zambalensis
14,0.0075790002010762,0.0223179594663666,dinoflagellate,s. zambalensis
16,0.0102840000763535,0.0077547552279388,dinoflagellate,s. zambalensis
18,0.0105760004371404,0.0124103486996968,dinoflagellate,s. zambalensis
20,0.0124110002070665,0.0112280048940672,dinoflagellate,s. zambalensis
25,0.0135380001738667,-0.0219577388896411,dinoflagellate,s. zambalensis
30,0.0138889998197555,-0.009689998300969,dinoflagellate,s. zambalensis
35,0.0136289997026324,-0.0094971156694519,dinoflagellate,s. zambalensis
40,0.0254779998213052,0.0114906271790773,dinoflagellate,s. zambalensis
45,0.0222169999033212,0.0018842798206946,dinoflagellate,s. zambalensis
50,0.0274730008095502,0.0090639986723525,dinoflagellate,s. zambalensis
60,0.0409599989652633,0.0215880566437422,dinoflagellate,s. zambalensis
70,0.0359690003097057,0.0443986525356803,dinoflagellate,s. zambalensis
80,0.0426050014793872,0.0379051232251319,dinoflagellate,s. zambalensis
90,0.0482829995453357,0.0820137064814075,dinoflagellate,s. zambalensis
100,0.0490330010652542,0.1033789971668037,dinoflagellate,s. zambalensis
