percent,MSI_ref,AS7343,group,species
0,0.0,0.0,chlorophyte,SP012-ORA2
2,0.0002579999854788,0.0228865710765298,chlorophyte,SP012-ORA2
4,-0.0002559999993536,0.0505686754277625,chlorophyte,SP012-ORA2
6,0.0029329999815672,0.0586858666574028,chlorophyte,SP012-ORA2
8,0.0081000002101063,0.0609705375163854,chlorophyte,SP012-ORA2
10,0.0153989996761083,0.0653586638883732,chlorophyte,SP012-ORA2
12,0.0055869999341666,0.0756510289423869,chlorophyte,SP012-ORA2
14,0.0020490000024437,0.0716138283167427,chlorophyte,SP012-ORA2
16,0.009371000342071,0.0886672658416695,chlorophyte,SP012-ORA2
18,0.0105210002511739,0.0733987757380618,chlorophyte,SP012-ORA2
20,0.0197310000658035,0.085983420967134,chlorophyte,SP012-ORA2
25,0.017807999625802,0.0966945611301594,chlorophyte,SP012-ORA2
30,0.0229609999805688,0.1206153754600633,chlorophyte,SP012-ORA2
35,0.0249450001865625,0.1077270892677111,chlorophyte,SP012-ORA2
40,0.0207529999315738,0.112876254467108,chlorophyte,SP012-ORA2
45,0.0228599999099969,0.1148054268995167,chlorophyte,SP012-ORA2
50,0.0158510003238916,0.1238113762351118,chlorophyte,SP012-ORA2
60,0.0195090007036924,0.1530445530015179,chlorophyte,SP012-ORA2
70,0.022266000509262,0.1784432044031764,chlorophyte,SP012-ORA2
80,0.028668999671936,0.198711911192724,chlorophyte,SP012-ORA2
90,0.037441000342369,0.2192468248455802,chlorophyte,SP012-ORA2
100,0.0578310005366802,0.248218599911268,chlorophyte,SP012-ORA2
0,0.0,0.0,diatom,p. nitzchia
2,-0.0001120000015362,-0.0117914060615473,diatom,p. nitzchia
4,-0.0001019999981508,-0.0079180957902244,diatom,p. nitzchia
6,0.0025879999157041,-0.0127885393860954,diatom,p. nitzchia
8,0.0008149999775923,0.0116767413782428,diatom,p. nitzchia
10,-2.499999936844688e-05,-0.0045323003430967,diatom,p. nitzchia
12,0.0144349997863173,0.0368210709397037,diatom,p. nitzchia
14,0.0023630000650882,0.0431907283558056,diatom,p. nitzchia
16,0.000811000005342,0.0318586056465275,diatom,p. nitzchia
18,0.0009640000062063,0.0273744389125208,diatom,p. nitzchia
20,0.0077470000833272,0.0362975449804918,diatom,p. nitzchia
25,0.009460000321269,0.0278284389851759,diatom,p. nitzchia
30,0.0060330000706017,0.0405591478897498,diatom,p. nitzchia
35,0.0029780000913888,0.0440474852540297,diatom,p. nitzchia
40,0.0070580001920461,0.0501317577100405,diatom,p. nitzchia
45,0.0048549999482929,0.0485409838609569,diatom,p. nitzchia
50,0.0092599997296929,0.0496675205428343,diatom,p. nitzchia
60,0.0081719998270273,0.0220714451748792,diatom,p. nitzchia
70,0.0106229996308684,0.0203958631626938,diatom,p. nitzchia
80,0.0140960002318024,0.0229748458945122,diatom,p. nitzchia
90,0.0198170002549886,0.0640927740201879,diatom,p. nitzchia
100,0.0178389996290206,0.0642945971565317,diatom,p. nitzchia
0,0.0,0.0,dinoflagellate,t. tetrahele
2,0.0,0.0211995790265518,dinoflagellate,t. tetrahele
4,6.299999949987978e-05,0.0341257655004605,dinoflagellate,t. tetrahele
6,0.0043709999881684,0.0416426820262903,dinoflagellate,t. tetrahele
8,0.0018159999744966,0.0674213115766564,dinoflagellate,t. tetrahele
10,0.0215329993516206,0.0699834783365204,dinoflagellate,t. tetrahele
12,0.0130249997600913,0.0746648570109352,dinoflagellate,t. tetrahele
14,0.0386819988489151,0.0882388228292663,dinoflagellate,t. tetrahele
16,0.039352998137474,0.0877030248122959,dinoflagellate,t. tetrahele
18,0.0280840005725622,0.1280787401775373,dinoflagellate,t. tetrahele
20,0.0567440018057823,0.1259894574341181,dinoflagellate,t. tetrahele
25,0.0537929981946945,0.1967529627332494,dinoflagellate,t. tetrahele
30,0.0465160012245178,0.240638061732682,dinoflagellate,t. tetrahele
35,0.0709279999136924,0.2426686778631128,dinoflagellate,t. tetrahele
40,0.0855399966239929,0.2981223826644536,dinoflagellate,t. tetrahele
45,0.0766760036349296,0.3421310043355198,dinoflagellate,t. tetrahele
50,0.0940039977431297,0.3496723220937474,dinoflagellate,t. tetrahele
60,0.1102909967303276,0.4151103456640426,dinoflagellate,t. tetrahele
70,0.1241710036993026,0.4804604671546956,dinoflagellate,t. tetrahele
80,0.1344700008630752,0.5048531445635205,dinoflagellate,t. tetrahele
90,0.1559789925813675,0.634313690234929,dinoflagellate,t. tetrahele
100,0.1675940006971359,0.7215143476440644,dinoflagellate,t. tetrahele
0,0.0,0.0,dinoflagellate,pavlova
2,-0.0001480000064475,0.012064072689563,dinoflagellate,pavlova
4,0.0070620002225041,0.025099111320444,dinoflagellate,pavlova
6,0.007668999955058,0.0600568821580885,dinoflagellate,pavlova
8,0.0110999997705221,0.0684278897455504,dinoflagellate,pavlova
10,0.011735999956727,0.0776040961642239,dinoflagellate,pavlova
12,0.0147449998185038,0.0576312081723143,dinoflagellate,pavlova
14,0.0170910004526376,0.0895658005109371,dinoflagellate,pavlova
