percent,MSI_ref,AS7343,group,species
100,0.1381690055131912,0.2907571122376557,dinoflagellate,pavlova
0,0.0,0.0,dinoflagellate,s. zambalensis
2,-8.299999899463728e-05,-0.0052016868444235,dinoflagellate,s. zambalensis
4,0.0,-0.0211008277087849,dinoflagellate,s. zambalensis
6,0.0011780000058934,0.0147148231232677,dinoflagellate,s. zambalensis
8,0.0053130001761019,0.0054288348358558,dinoflagellate,s. zambalensis
10,0.0064559997990727,0.0032537629556184,dinoflagellate,s. zambalensis
12,0.008840000256896,0.0085665984731065,dinoflagellate,s. zambalensis
14,0.007226999849081,0.0240199404495855,dinoflagellate,s. zambalensis
16,0.0096479998901486,0.0063624586977416,dinoflagellate,s. zambalensis
18,0.0102260001003742,0.0110883864842312,dinoflagellate,s. zambalensis
20,0.0114869996905326,0.0172072181218933,dinoflagellate,s. zambalensis
25,0.0128730004653334,-0.0138042199489583,dinoflagellate,s. zambalensis
30,0.0135939996689558,-0.0045199561016533,dinoflagellate,s. zambalensis
35,0.0128079997375607,-0.0001104862500986,dinoflagellate,s. zambalensis
40,0.0241250004619359,0.0095700884722419,dinoflagellate,s. zambalensis
45,0.0215000007301569,0.0068740985144797,dinoflagellate,s. zambalensis
50,0.0260589998215436,0.012072044429455,dinoflagellate,s. zambalensis
60,0.0393190011382103,0.021081620409534,dinoflagellate,s. zambalensis
70,0.0342499986290931,0.0368228125500982,dinoflagellate,s. zambalensis
80,0.0395019985735416,0.0371209127368985,dinoflagellate,s. zambalensis
90,0.0467059984803199,0.0632370318972608,dinoflagellate,s. zambalensis
100,0.04704599827528,0.0789678266535997,dinoflagellate,s. zambalensis
