percent,MSI_ref,AS7343,group,species
0,0.0,0.0,chlorophyte,SP012-ORA2
2,1.1000000085914508e-05,0.0270996955603035,chlorophyte,SP012-ORA2
4,-0.0001150000025518,0.0620679216915327,chlorophyte,SP012-ORA2
6,0.0037710000760853,0.0739281336169665,chlorophyte,SP012-ORA2
8,0.0091819996014237,0.0743660578630717,chlorophyte,SP012-ORA2
10,0.0157130006700754,0.0797462520105445,chlorophyte,SP012-ORA2
12,0.0063069998286664,0.0955033467774398,chlorophyte,SP012-ORA2
14,0.0036530001088976,0.0910395518418081,chlorophyte,SP012-ORA2
16,0.010580999776721,0.1116263636040928,chlorophyte,SP012-ORA2
18,0.0125050004571676,0.0918192789768293,chlorophyte,SP012-ORA2
20,0.0217000003904104,0.1086755045794195,chlorophyte,SP012-ORA2
25,0.0207560006529092,0.1206462340849429,chlorophyte,SP012-ORA2
30,0.0257249996066093,0.1511562857305357,chlorophyte,SP012-ORA2
35,0.0286270007491111,0.132761999898702,chlorophyte,SP012-ORA2
40,0.0229989998042583,0.1394011250947031,chlorophyte,SP012-ORA2
45,0.0268990006297826,0.1426786651936485,chlorophyte,SP012-ORA2
50,0.0198430009186267,0.1531684779227551,chlorophyte,SP012-ORA2
60,0.0234849993139505,0.1899750458596197,chlorophyte,SP012-ORA2
70,0.0260300002992153,0.222584594009075,chlorophyte,SP012-ORA2
80,0.0340749993920326,0.2472708566069078,chlorophyte,SP012-ORA2
90,0.0431579984724521,0.2724484865648749,chlorophyte,SP012-ORA2
100,0.0657640025019645,0.3113755570791355,chlorophyte,SP012-ORA2
0,0.0,0.0,diatom,p. nitzchia
2,-6.0999998822808266e-05,-0.0126899976279741,diatom,p. nitzchia
4,-9.000000318337698e-06,-0.0081318212908559,diatom,p. nitzchia
6,0.002339000115171,-0.0127933514599094,diatom,p. nitzchia
8,0.0002889999886974,0.0183820937610699,diatom,p. nitzchia
10,-1.4999999621068127e-05,-0.0048036850935286,diatom,p. nitzchia
12,0.0124740004539489,0.0499003793090756,diatom,p. nitzchia
14,0.0016649999888613,0.0577435567701016,diatom,p. nitzchia
16,0.0001440000050934,0.042773546885229,diatom,p. nitzchia
18,0.0001219999976456,0.0365653910206557,diatom,p. nitzchia
20,0.0070930002257227,0.045837341819316,diatom,p. nitzchia
25,0.0084239998832345,0.03710842660283,diatom,p. nitzchia
30,0.0045719998888671,0.0525447175621661,diatom,p. nitzchia
35,0.001888999948278,0.058409188034971,diatom,p. nitzchia
40,0.0059380000457167,0.0681109647175851,diatom,p. nitzchia
45,0.0032850001007318,0.0652017090011072,diatom,p. nitzchia
50,0.0089880004525184,0.0657605243271888,diatom,p. nitzchia
60,0.0070770001038908,0.0313671986787925,diatom,p. nitzchia
70,0.0093930000439286,0.0296404553186022,diatom,p. nitzchia
80,0.0127830002456903,0.0311511926297834,diatom,p. nitzchia
90,0.0170280002057552,0.0823308183613432,diatom,p. nitzchia
100,0.015599999576807,0.0828992908910062,diatom,p. nitzchia
0,0.0,0.0,dinoflagellate,t. tetrahele
2,0.0,0.0218145779844007,dinoflagellate,t. tetrahele
4,0.0004649999900721,0.0384146355277054,dinoflagellate,t. tetrahele
6,0.0048870001919567,0.0477219475591,dinoflagellate,t. tetrahele
8,0.0018260000506415,0.0788024680724137,dinoflagellate,t. tetrahele
10,0.0210400000214576,0.0827563447225409,dinoflagellate,t. tetrahele
12,0.014398000203073,0.0874996110200275,dinoflagellate,t. tetrahele
14,0.0367880016565322,0.1034375354589564,dinoflagellate,t. tetrahele
16,0.0406230017542839,0.1044491693338006,dinoflagellate,t. tetrahele
18,0.0300799999386072,0.1586351061025242,dinoflagellate,t. tetrahele
20,0.0615269988775253,0.1522445518094824,dinoflagellate,t. tetrahele
25,0.0584199987351894,0.2434579091574297,dinoflagellate,t. tetrahele
30,0.0504520013928413,0.2970800957866166,dinoflagellate,t. tetrahele
35,0.0772650018334388,0.3009052370626601,dinoflagellate,t. tetrahele
40,0.0924260020256042,0.3710622131765697,dinoflagellate,t. tetrahele
45,0.0836199969053268,0.4278493243876609,dinoflagellate,t. tetrahele
50,0.1033419966697692,0.4384727644008627,dinoflagellate,t. tetrahele
60,0.1204259991645813,0.5209397474536729,dinoflagellate,t. tetrahele
70,0.1358280032873153,0.607284607589078,dinoflagellate,t. tetrahele
80,0.1475680023431778,0.6413272292164525,dinoflagellate,t. tetrahele
90,0.1714709997177124,0.8210358118830662,dinoflagellate,t. tetrahele
100,0.1816979944705963,0.945171008414559,dinoflagellate,t. tetrahele
0,0.0,0.0,dinoflagellate,pavlova
2,-0.0002390000008745,0.0149356435557309,dinoflagellate,pavlova
4,0.0068169999867677,0.0318905238067957,dinoflagellate,pavlova
6,0.0079699996858835,0.074367535695154,dinoflagellate,pavlova
8,0.011374999769032,0.08421765130572,dinoflagellate,pavlova
10,0.0122680002823472,0.0993465329020201,dinoflagellate,pavlova
12,0.0156580004841089,0.0722772109338021,dinoflagellate,pavlova
14,0.0177640002220869,0.1127603977791117,dinoflagellate,pavlova
16,0.0186630003154277,0.132290688621374,dinoflagellate,pavlova
18,0.0219969991594553,0.1591387325336022,dinoflagellate,pavlova
20,0.023684000596404,0.1573422172890566,dinoflagellate,pavlova
25,0.0346370004117488,0.1594984232035075,dinoflagellate,pavlova
30,0.0305989999324083,0.2099148040180939,dinoflagellate,pavlova
35,0.0442150011658668,0.1680490864888341,dinoflagellate,pavlova
40,0.056598000228405,0.253873676235588,dinoflagellate,pavlova
45,0.066271997988224,0.2739741865871927,dinoflagellate,pavlova
50,0.0610590018332004,0.3019261052184804,dinoflagellate,pavlova
60,0.0750389993190765,0.3768427773247655,dinoflagellate,pavlova
70,0.093250997364521,0.3831217634198083,dinoflagellate,pavlova
80,0.1226160004734993,0.4368807605170376,dinoflagellate,pavlova
90,0.1322360038757324,0.4831973288497311,dinoflagellate,pavlova
100,0.149397999048233,0.538222704640437,dinoflagellate,pavlova
0,0.0,0.0,dinoflagellate,s. zambalensis
2,-8.70000003487803e-05,-0.014221312723076,dinoflagellate,s. zambalensis
4,-3.600000127335079e-05,-0.0408219945202551,dinoflagellate,s. zambalensis
6,0.0012400000123307,0.0142063366163238,dinoflagellate,s. zambalensis
8,0.0056819999590516,0.0134362172097596,dinoflagellate,s. zambalensis
10,0.0068540000356733,0.006531701863215,dinoflagellate,s. zambalensis
12,0.0087090004235506,0.0007598372143054,dinoflagellate,s. zambalensis
14,0.007424000184983,0.0313007699756239,dinoflagellate,s. zambalensis
16,0.0106119997799396,0.0114586292218141,dinoflagellate,s. zambalensis
18,0.0107990000396966,0.0166305802278301,dinoflagellate,s. zambalensis
20,0.0125120002776384,0.0167409128808907,dinoflagellate,s. zambalensis
25,0.0137799996882677,-0.0285596179480549,dinoflagellate,s. zambalensis
30,0.0131270000711083,-0.0093958248328861,dinoflagellate,s. zambalensis
