,WaveLength,Abs.
0,400.126678,0.17119
1,400.592621,0.171306
2,401.058533,0.171423
3,401.524323,0.171539
4,401.990051,0.171656
5,402.455688,0.171772
6,402.921265,0.171889
7,403.386749,0.172005
8,403.852142,0.172122
9,404.317474,0.172239
10,404.782715,0.172355
11,405.247864,0.172472
12,405.712952,0.172589
13,406.177948,0.172706
14,406.642853,0.172823
15,407.107697,0.17294
16,407.572479,0.173057
17,408.03714,0.173173
18,408.50174,0.17329
19,408.966278,0.173407
20,409.430695,0.173523
21,409.89505,0.17364
22,410.359344,0.173756
23,410.823547,0.173871
24,411.287659,0.173987
25,411.751709,0.174102
26,412.215668,0.174216
27,412.679535,0.17433
28,413.143341,0.174444
29,413.607056,0.174557
30,414.070679,0.17467
31,414.534241,0.174782
32,414.997711,0.174893
33,415.461121,0.175004
34,415.924438,0.175114
35,416.387665,0.175224
36,416.85083,0.175333
37,417.313904,0.175442
38,417.776917,0.17555
39,418.239838,0.175657
40,418.702667,0.175764
41,419.165436,0.17587
42,419.628113,0.175975
43,420.090698,0.17608
44,420.553223,0.176184
45,421.015656,0.176288
46,421.478027,0.176391
47,421.940308,0.176493
48,422.402496,0.176596
49,422.864624,0.176697
50,423.32666,0.176798
51,423.788605,0.176899
52,424.250488,0.177
53,424.712311,0.1771
54,425.174011,0.1772
55,425.635651,0.177299
56,426.097229,0.177398
57,426.558716,0.177497
58,427.020111,0.177595
59,427.481415,0.177693
60,427.942657,0.177791
61,428.403839,0.177888
62,428.864929,0.177984
63,429.325928,0.17808
64,429.786835,0.178175
65,430.247681,0.17827
66,430.708466,0.178364
67,431.169159,0.178457
68,431.629761,0.17855
69,432.090271,0.178642
70,432.55072,0.178733
71,433.011108,0.178823
72,433.471375,0.178912
73,433.93158,0.179
74,434.391724,0.179088
75,434.851776,0.179173
76,435.311737,0.179258
77,435.771637,0.179341
78,436.231445,0.179423
79,436.691193,0.179504
80,437.150818,0.179583
81,437.610413,0.17966
82,438.069916,0.179736
83,438.529327,0.17981
84,438.988647,0.179882
85,439.447906,0.179953
86,439.907074,0.180021
