,WaveLength,Abs.
0,400.126678,0.019839
1,400.592621,0.019835
2,401.058533,0.01983
3,401.524323,0.019826
4,401.990051,0.019822
5,402.455688,0.019817
6,402.921265,0.019813
7,403.386749,0.019809
8,403.852142,0.019805
9,404.317474,0.0198
10,404.782715,0.019796
11,405.247864,0.019792
12,405.712952,0.019788
13,406.177948,0.019784
14,406.642853,0.019781
15,407.107697,0.019777
16,407.572479,0.019773
17,408.03714,0.019769
18,408.50174,0.019766
19,408.966278,0.019762
20,409.430695,0.019758
21,409.89505,0.019755
22,410.359344,0.019751
23,410.823547,0.019748
24,411.287659,0.019744
25,411.751709,0.01974
26,412.215668,0.019737
27,412.679535,0.019733
28,413.143341,0.019729
29,413.607056,0.019725
30,414.070679,0.019721
31,414.534241,0.019717
32,414.997711,0.019713
33,415.461121,0.01971
34,415.924438,0.019706
35,416.387665,0.019702
36,416.85083,0.019698
37,417.313904,0.019694
38,417.776917,0.01969
39,418.239838,0.019687
40,418.702667,0.019683
41,419.165436,0.019679
42,419.628113,0.019676
43,420.090698,0.019673
44,420.553223,0.019669
45,421.015656,0.019667
46,421.478027,0.019664
47,421.940308,0.019661
48,422.402496,0.019659
49,422.864624,0.019657
50,423.32666,0.019656
51,423.788605,0.019654
52,424.250488,0.019653
53,424.712311,0.019653
54,425.174011,0.019653
55,425.635651,0.019653
56,426.097229,0.019654
57,426.558716,0.019655
58,427.020111,0.019657
59,427.481415,0.019659
60,427.942657,0.019661
61,428.403839,0.019665
62,428.864929,0.019668
63,429.325928,0.019672
64,429.786835,0.019677
65,430.247681,0.019682
66,430.708466,0.019687
67,431.169159,0.019694
68,431.629761,0.0197
69,432.090271,0.019707
70,432.55072,0.019715
71,433.011108,0.019723
72,433.471375,0.019731
73,433.93158,0.01974
74,434.391724,0.019749
75,434.851776,0.019758
76,435.311737,0.019768
77,435.771637,0.019778
78,436.231445,0.019788
79,436.691193,0.019798
80,437.150818,0.019809
81,437.610413,0.01982
82,438.069916,0.019831
83,438.529327,0.019841
84,438.988647,0.019853
85,439.447906,0.019864
86,439.907074,0.019875
87,440.36618,0.019887
88,440.825195,0.019898
89,441.284149,0.01991
90,441.743011,0.019921
91,442.201782,0.019933
92,442.660492,0.019945
93,443.11911,0.019957
94,443.577637,0.019969
95,444.036102,0.019981
96,444.494507,0.019993
