shade,MSI_ref,AS7343
red_L,0.297011000000000,0.0453281826202534
,0.297011000000000,0.083154253505436
,0.297011000000000,0.0833043258943315
,0.297011000000000,0.0830942390671586
,0.297011000000000,0.0828842538188389
,0.297011000000000,0.0821950162697411
red_M,0.434767000000000,0.196096450282843
,0.434767000000000,0.196368991541805
,0.434767000000000,0.196407939973014
,0.434767000000000,0.196330046603259
,0.434767000000000,0.196602734540937
,0.434767000000000,0.196252167201651
red_D,0.463964000000000,0.287658525076516
,0.463964000000000,0.287562420964174
,0.463964000000000,0.287658525076516
,0.463964000000000,0.28751437688183
,0.463964000000000,0.287322253683871
,0.463964000000000,0.287082219144017
ylw_L,0.049587000000000,0.0354296142845084
,0.049587000000000,0.157643476089154
,0.049587000000000,0.156931576115137
,0.049587000000000,0.156504995596037
,0.049587000000000,0.156398415903432
,0.049587000000000,0.156789336047738
ylw_M,0.032846000000000,0.0684900189705901
,0.032846000000000,0.0433248618155581
,0.032846000000000,0.0435439534998128
,0.032846000000000,0.0432153574070346
,0.032846000000000,0.0435439534998128
,0.032846000000000,0.0434617811653171
ylw_D,0.082626000000000,0.0945561076145791
,0.082626000000000,0.0701469123472873
,0.082626000000000,0.0700304326679238
,0.082626000000000,0.0697975669884019
,0.082626000000000,0.069622999632168
,0.082626000000000,0.0696520893191679
grn_L,0.082517000000000,0.0585658062146019
,0.082517000000000,0.0592753219448733
,0.082517000000000,0.0559929138320093
,0.082517000000000,0.0483921472462241
,0.082517000000000,0.0422583697772817
,0.082517000000000,0.0593605417800363
grn_M,0.141722000000000,0.164175962532426
,0.141722000000000,0.163344984109626
,0.141722000000000,0.167734582713158
,0.141722000000000,0.176388721041217
,0.141722000000000,0.176016925382945
,0.141722000000000,0.15885639065976
grn_D,0.280282000000000,0.271896869478079
,0.280282000000000,0.248398699667934
,0.280282000000000,0.262317298278649
,0.280282000000000,0.276696782239255
,0.280282000000000,0.272685441784708
,0.280282000000000,0.264954630218702
blu_L,0.195048000000000,0.0689254310465327
,0.195048000000000,0.0659155145525477
,0.195048000000000,0.065742500348585
,0.195048000000000,0.0653102661471931
,0.195048000000000,0.0653102661471931
,0.195048000000000,0.0650799170166039
blu_M,0.351833000000000,0.182418865056943
,0.351833000000000,0.19245308386403
,0.351833000000000,0.200045497764623
,0.351833000000000,0.191797428467322
,0.351833000000000,0.199809894965769
,0.351833000000000,0.203991145708167
blu_D,0.426553000000000,0.357192082184711
,0.426553000000000,0.357474183189696
,0.426553000000000,0.358095451167537
,0.426553000000000,0.361386006419542
,0.426553000000000,0.353765123920988
,0.426553000000000,0.36706089132292
vio_L,0.384557000000000,0.311665900922992
,0.384557000000000,0.245249088492724
,0.384557000000000,0.245641542993765
,0.384557000000000,0.247740644364643
,0.384557000000000,0.246340116755571
,0.384557000000000,0.245947030759295
vio_M,0.436498000000000,0.392118725093705
,0.436498000000000,0.32121686205878
,0.436498000000000,0.321164947112582
,0.436498000000000,0.321009239498639
,0.436498000000000,0.321268783211559
,0.436498000000000,0.321164947112582
vio_D,0.449007000000000,0.408880753308494
,0.449007000000000,0.450731099107061
,0.449007000000000,0.451081026192227
,0.449007000000000,0.450941021522445
,0.449007000000000,0.451501311207515
,0.449007000000000,0.451221076010243
