shade,MSI_ref,AS7343
red_L,0.016277000000000,-0.067476588138593
,0.016277000000000,0.044222967075974
,0.016277000000000,0.0444992651333708
,0.016277000000000,0.0441654270992209
,0.016277000000000,0.0440848839371168
,0.016277000000000,0.0434985199003792
red_M,0.065914000000000,0.124312051433571
,0.065914000000000,0.124367412596449
,0.065914000000000,0.124575079832225
,0.065914000000000,0.124588927845934
,0.065914000000000,0.124492001021469
,0.065914000000000,0.124464311615874
red_D,0.151725000000000,0.212179392791092
,0.151725000000000,0.212484470101259
,0.151725000000000,0.212348853727339
,0.151725000000000,0.212518380812755
,0.151725000000000,0.212009997952412
,0.151725000000000,0.21212856740159
ylw_L,0.002936000000000,-0.0507585060063876
,0.002936000000000,0.134194258914578
,0.002936000000000,0.128791361582808
,0.002936000000000,0.129043126506904
,0.002936000000000,0.12888925282224
,0.002936000000000,0.12891722580102
ylw_M,0.001557000000000,-0.0410987035459435
,0.001557000000000,0.0140925152865319
,0.001557000000000,0.014071041073617
,0.001557000000000,0.0139636859334294
,0.001557000000000,0.0139529518788335
,0.001557000000000,0.0138027029647234
ylw_D,0.002998000000000,-0.0306867736093162
,0.002998000000000,0.0267962949626124
,0.002998000000000,0.0269953502898458
,0.002998000000000,0.0266968015018132
,0.002998000000000,0.02634323145682
,0.002998000000000,0.026486834573051
grn_L,0.291828000000000,0.100442897176781
,0.291828000000000,0.10130831323579
,0.291828000000000,0.0984041976224425
,0.291828000000000,0.0890658357920456
,0.291828000000000,0.0872957237344973
,0.291828000000000,0.10050839865978
grn_M,0.385038000000000,0.244255916447835
,0.385038000000000,0.244584388276353
,0.385038000000000,0.248158848634651
,0.385038000000000,0.255584453458841
,0.385038000000000,0.254350449020651
,0.385038000000000,0.240586670256592
grn_D,0.464086000000000,0.45318905115453
,0.464086000000000,0.430423037978447
,0.464086000000000,0.44200188302045
,0.464086000000000,0.456804488396971
,0.464086000000000,0.454489511987674
,0.464086000000000,0.446919022588594
blu_L,0.444170000000000,0.148456407396737
,0.444170000000000,0.147112474526928
,0.444170000000000,0.146762566237364
,0.444170000000000,0.146587717755406
,0.444170000000000,0.146500319905324
,0.444170000000000,0.146121798996059
blu_M,0.469932000000000,0.406055545418722
,0.469932000000000,0.417103207036285
,0.469932000000000,0.424084483402339
,0.469932000000000,0.41623499762482
,0.469932000000000,0.422761758069485
,0.469932000000000,0.42760374969792
blu_D,0.467931000000000,0.818410331999663
,0.467931000000000,0.818889572431887
,0.467931000000000,0.820880650138844
,0.467931000000000,0.821914110962611
,0.467931000000000,0.815817928714185
,0.467931000000000,0.829709349403351
vio_L,0.393501000000000,0.374652622801249
,0.393501000000000,0.318561311162997
,0.393501000000000,0.318842793324901
,0.393501000000000,0.3213190214466
,0.393501000000000,0.319406305557344
,0.393501000000000,0.319211160875605
vio_M,0.451726000000000,0.585669190156818
,0.451726000000000,0.426686548761647
,0.451726000000000,0.426547747749917
,0.451726000000000,0.426769850666938
,0.451726000000000,0.426603262831407
,0.451726000000000,0.426631023033526
vio_D,0.467018000000000,0.842032102345003
,0.467018000000000,0.694687843428756
,0.467018000000000,0.694276336130974
,0.467018000000000,0.694070728608184
,0.467018000000000,0.693659805353963
,0.467018000000000,0.693967961337968
