,450nm,475nm,515nm,550nm,555nm,600nm,640nm,690nm,percent
509,0.0472639730250943,0.0433286310418825,0.0387062998507892,0.0338308275613012,0.0358472580136764,0.0360215168581084,0.0356284004980198,0.034857356267145,18.0
645,0.0081245165840762,0.0086419323989338,0.0071478516220184,0.0073920534575899,0.0049786542014471,0.0067658221963677,0.0063266746564698,0.0073364018799988,4.0
357,0.0127061411545732,0.014441774344326,0.0124456766819063,0.0135118074159678,0.0113303615893681,0.0120896937844798,0.0116987204188629,0.0143494086345958,45.0
897,0.0063652858284333,0.0035625869648686,0.0019138835145436,0.001192828447559,0.0037336859842973,0.0039656334935724,0.0002716369768521,0.0009617385543747,12.0
900,0.0122297258919215,0.0089604571521842,0.0077759427191465,0.0059608192827767,0.0082559144270087,0.0079052729401652,0.0057170537108053,0.0065157248167847,14.0
389,0.0080915833052547,0.0067103223412102,0.0060064032581206,0.0060262762019516,0.0045622629592275,0.004442359596388,0.0051971328419036,0.0064370517700447,70.0
280,0.0029665233782592,0.0083155833282145,0.0080630018843515,0.0091006038904187,0.0064291000968971,0.0047129677700699,0.0074433815296236,0.0093766708786737,16.0
786,0.0791155791820949,0.0800069606153401,0.0729124315804846,0.0621924738824971,0.0626903994527271,0.060150406544285,0.0612679427485253,0.0656483399088321,50.0
903,0.0131753433729354,0.0095590926748556,0.0081981728195774,0.0066225879790818,0.0089504234403311,0.0088543506266528,0.0061751120097047,0.0068583963776375,14.0
826,0.1354578982720799,0.1284195817767683,0.1174961116430749,0.097690974740533,0.0990052627997581,0.0952462550957812,0.0963483940742835,0.1057607382487448,90.0
43,0.0228003358289488,0.0217307626755121,0.0194932238066224,0.0177591040140181,0.0202396699211281,0.0210174018483663,0.0183375380414027,0.0175494281946397,10.0
228,-0.0032835306932815,-0.00292094623058,-0.0035313463703393,-0.0008944708445997,-0.0035814435681788,-0.0031228840744298,-0.0025410671882442,-0.0016983940676157,4.0
933,0.0095607232272534,0.0066934296151148,0.0049005095605087,0.0036328547432786,0.0051414509215171,0.005982402975842,0.0028691674253593,0.0035521215773912,20.0
494,0.030739719224183,0.0296814954707743,0.0264271175719353,0.0234289915647721,0.0242185959825938,0.0253022103101512,0.025853398950168,0.0229642712677571,16.0
489,0.0310072600115905,0.0280561677656872,0.0268530525348399,0.0236685316125441,0.0246736843990608,0.0261098155425702,0.0251691270958916,0.0226695621839365,14.0
560,0.1126450428412349,0.107632456258729,0.096805314173806,0.0882643471489064,0.0896808848248607,0.0930532765154649,0.0945408337891696,0.09353831512278,45.0
799,0.1001151503056404,0.0997370462929678,0.0904396579279753,0.0774868468267422,0.078011516923414,0.0752643333592826,0.0765965768500388,0.0822484886647179,60.0
302,0.0067271362376121,0.009357839357555,0.0091872590283757,0.0102839702850055,0.0084106509075763,0.0087565726331518,0.0100465061488188,0.0100938516779466,20.0
176,0.0581380366936992,0.0575241441370204,0.050546105555506,0.0467078286893598,0.0482062941609157,0.0502578036499481,0.0497086625387665,0.0486085510102158,70.0
296,0.001429919844134,0.0067103223412102,0.0067928870027818,0.0081048345378431,0.0055262476340459,0.003465100234813,0.0064642963213604,0.008067923525571,18.0
698,0.0282296464832727,0.0306612938311503,0.0282595634581807,0.0237682987794552,0.024383745031372,0.0234396967517382,0.0233425186653837,0.0249066746256262,14.0
981,0.0124088830820466,0.0039100857140565,0.0032707804093131,0.0009766922978643,0.0025975781996493,0.0018327068735082,0.0004628977196225,0.0011764344687075,45.0
393,0.0110800618316717,0.0094931850591434,0.0078136219862272,0.0068490767793934,0.0062668809858544,0.00574155196393,0.0055554590438134,0.0066962314183891,80.0
288,0.0029984371136306,0.0083444910109703,0.0083624758545642,0.0092170303815922,0.0066957634712899,0.0047766700288576,0.0076688890136166,0.0094244097502033,16.0
444,0.0123457770979774,0.0142474943861648,0.0127004856365619,0.0114522485984496,0.0097617530927927,0.0107867471464258,0.0122310454889762,0.0103822888622579,6.0
148,0.032463085174089,0.0365716252988204,0.0317128719191247,0.0306212959934448,0.0272496344995515,0.0289832183596554,0.0310544023950382,0.0313322195790925,45.0
1025,0.0264858215553585,0.0180647144705296,0.0149502014966069,0.0109923343705688,0.0131819376212487,0.0136543269986124,0.0111999416475617,0.0128179314555843,80.0
925,0.0081809945953434,0.0055268393173029,0.0051015797965139,0.0042212743496193,0.0048443099407946,0.0047757962777113,0.0036980947551892,0.0039868542089235,18.0
959,0.005316848443007,0.0013317814946315,0.0009760732231161,-0.0009438490351213,0.0011306476179939,-0.0007227911793172,-0.0007950427006,-0.0014096815552022,30.0
626,0.2205635305185825,0.2201159756485342,0.1950462403028817,0.1851202857482336,0.1806229540718012,0.1882127010391466,0.1968475425001303,0.2067197391605174,100.0
708,0.0286129908932786,0.0334895942909583,0.0314906666979166,0.0279968313361982,0.0268652132813533,0.0258404196868593,0.0269997161514314,0.029254646083237,16.0
342,0.0134356823521042,0.0152278056167874,0.0129676272847206,0.0139690128072247,0.0121832833117005,0.0125776997485174,0.0122017989339615,0.0149606717656706,40.0
818,0.1225497050475424,0.1170126150988103,0.1055428637402373,0.0885653318489318,0.0895859786677486,0.085963826506378,0.0865306957240158,0.0958076000692904,80.0
156,0.0407096112133018,0.0398019146140193,0.0345121195243039,0.0328887399713176,0.0327894732123459,0.0342469078845077,0.0342468102968242,0.0333408792420563,50.0
65,0.022099259445292,0.023463107719667,0.0206520848424689,0.0193065753141492,0.019197069743251,0.0200720296772137,0.0200205000321497,0.0200424658053809,14.0
121,0.033158757312938,0.0350443041713068,0.0304763670821406,0.0283563324670121,0.0298049954039277,0.0309820652110067,0.0296759059762944,0.0288090795366733,35.0
642,0.0082823973130705,0.008501214131387,0.0077079830595912,0.0074568047970239,0.0052608960440714,0.0066876194052807,0.0064257492268898,0.0071286481075642,4.0
332,0.0052552630379303,0.0114618860278764,0.0101643367982406,0.0123302592604934,0.007502766277508,0.0060850713452692,0.0098533640510471,0.0128165690502904,35.0
233,-0.0055518369921619,-0.005935235620272,-0.0059506346631004,-0.0023931352472322,-0.0056768251466095,-0.0050185271426074,-0.0036964707750615,-0.0028975077395177,6.0
213,-0.0053568355686703,-0.0044639510785219,-0.0034103764208882,-0.0018202176449547,-0.0037729550987004,-0.0046541627005979,-0.0033916810551414,-0.0026491757923753,2.0
968,0.0117171602135072,0.0006807383333785,0.0011750589811958,-0.0015698632226416,0.0008829060478741,0.0012119963887578,-0.000166699803218,-0.0013860943311605,35.0
86,0.0220503962614299,0.0243080665421107,0.0203662372010275,0.0197118108630186,0.0195054545720512,0.020400223424589,0.0205911042885769,0.0198478094545639,18.0
1004,0.0214949190540002,0.0088722246369969,0.0084771041724363,0.0066055981050406,0.0071697850425288,0.0074519026108934,0.0047230685455361,0.0077420279991807,60.0
454,0.0222781551824539,0.019833810631947,0.0189917390888847,0.0183325063063057,0.0179657199017361,0.0187861076898126,0.0179196415643437,0.017455637472182,8.0
536,0.0754166708276855,0.0759148148921394,0.0680461642160337,0.0624529802321571,0.0607481775822878,0.0635249287645333,0.0660826596702612,0.0652097958292993,30.0
947,0.0015239573780707,-0.003454264892968,-0.00168353611952,-0.004237855433159,-0.0029152644686895,-0.004608206181358,-0.0042398113657903,-0.0053366133879572,25.0
254,-0.0017662551518687,-0.0016421113815766,-0.0024088673943788,-0.0002540632789275,-0.0021983801297712,-0.0021947142823578,-0.0020164696650495,-0.0009484373900113,10.0
1044,0.0465465495071088,0.0374695477017995,0.0350649245751236,0.0275207683547047,0.0294793444441564,0.0289424266329963,0.027729173885848,0.0311084330200397,100.0
861,0.0061089069364077,0.0034371901027284,0.0014156404336251,0.0025603822832759,0.0035421485607722,0.0044065838029166,0.0034594128532952,0.002829484215646,6.0
317,0.005399780263893,0.0083348548387237,0.0062711407353153,0.008253952566528,0.0060005385008274,0.0064529225994113,0.0063407201520905,0.0082103155405527,25.0
1012,0.0271122863362655,0.0175110022240985,0.0163808724801562,0.0117539545066598,0.0130150450398245,0.0127827744581343,0.0122846846791226,0.0129942150004264,70.0
385,0.0081482066191591,0.0065569291025202,0.0060394852695026,0.0063221790141719,0.004694872447794,0.0049280083523891,0.0053314574529959,0.0066490849683841,70.0
539,0.0755768578589506,0.0758007385276643,0.0680556728256027,0.0623533671589103,0.0606761941797489,0.0634342716088172,0.0660167147100599,0.0650309558068262,30.0
199,0.0683132575907841,0.0704745414653081,0.0615494701276893,0.0571554441268945,0.0569055885970178,0.0586247690933797,0.0603076553655897,0.0593557099672444,90.0
633,0.0050982609386735,0.0050395164347801,0.0040457234767892,0.0041912321886662,0.003239345835829,0.0050960011785143,0.0032380028047424,0.0032184085881434,2.0
500,0.0470369036238854,0.0433803801370544,0.0385655902757461,0.0336171589683978,0.0355727491297552,0.0359543537057459,0.0354488118086094,0.0347276412373554,18.0
914,0.0050851493457306,0.0034564788636658,0.0033708680893808,0.0026440071463463,0.0033275169342389,0.0020239115003118,0.0023479466656502,0.0025170822067097,16.0
54,0.0252316752349428,0.0251650310193044,0.0220508172741744,0.0204225245434461,0.0224925325092602,0.0238039095251855,0.0206939228048945,0.0209694595871843,12.0
856,-0.0039030748844723,-0.0076320120595237,-0.007911685192284,-0.0071198688465825,-0.0063292321390979,-0.0067296728053694,-0.0072522477275454,-0.0084418159907426,4.0
585,0.1300644048188912,0.128041335624513,0.114895210245162,0.1071093815994564,0.1064608378222751,0.1111690714593146,0.1146580325855921,0.113687985676263,60.0
597,0.149346301083177,0.1465493178877716,0.1328800015682412,0.12390896522243,0.123547406401137,0.1291165662110752,0.1326085827176111,0.132736504546492,70.0
402,0.0160540733174507,0.019843577004445,0.0187487755522853,0.0173299336379308,0.0151698550066535,0.0138006338896211,0.016301952917729,0.0180429097485923,90.0
84,0.0225230086302543,0.0244556622600038,0.0214097890742621,0.0197794127016726,0.0197441997843277,0.0207848330682752,0.0203513247203558,0.0199937854541488,18.0
794,0.0993484153173629,0.0995029470340091,0.0909256943781169,0.0772313781508032,0.0776930070845246,0.075690778877873,0.0768029578933311,0.0827045495302556,60.0
526,0.0656353806361048,0.0640675055278218,0.0575259220690914,0.0512067710332668,0.0514975167246642,0.0534144722819397,0.0549764234175556,0.0532856764467946,25.0
961,0.009487978596791,-0.0009032629953804,-0.000876075825403,-0.0021779319166085,-0.0004163512966238,-0.0003192525986944,-0.0017128630119917,-0.0022571298926545,35.0
898,0.0067341393840094,0.0035915313891945,0.0021466226769421,0.0015257033133961,0.0037627157965072,0.0041179003666622,0.0003841292456347,0.0010332804168939,12.0
589,0.1299444509485751,0.1281747292060215,0.1154771181709131,0.1068958520038417,0.1065426999574788,0.1117184633020207,0.1147811547371186,0.1140232936089403,60.0
29,0.0180491218233273,0.0185441021132333,0.0172778217591402,0.0161542898735614,0.017300278511124,0.0181728264442151,0.0166409497633264,0.0160862728384501,6.0
686,0.0209300898091451,0.0209905034844137,0.0195415787681061,0.0158166595342847,0.0165981080799574,0.0156825823370703,0.0152798478280334,0.0158848885678176,12.0
995,0.0155745689034583,0.0065960579788647,0.0063102603294961,0.0033978661145518,0.0050190687202958,0.0043023101427733,0.0041532273775893,0.0035762507070617,50.0
399,0.0111045230544531,0.0095318653353071,0.0077305320283832,0.0068655598695748,0.0060642109726168,0.0057016292407354,0.0056226905634824,0.0069321164162032,80.0
867,0.0078750798490556,0.0054201054641963,0.002429427975632,0.0035489054011045,0.005287198885263,0.0055958460507289,0.0049056354326242,0.003672793886293,6.0
96,0.0282746681594836,0.0284456812907791,0.0252298551681292,0.0231140246217117,0.0242225504645893,0.025367711458155,0.0244063355808478,0.023997253649141,20.0
427,0.0063557856571313,0.0054567873112841,0.0060686925690685,0.0063950708596613,0.0051076844310924,0.0063929564831689,0.0054765338888249,0.0049971656298093,2.0
503,0.04730765606427,0.0433700296765785,0.038398565894652,0.0334748125235698,0.0358716690486167,0.035744550055914,0.0356763080950357,0.0348833085184675,18.0
613,0.1924067789132786,0.1924609008410754,0.172415007710929,0.1628581024742269,0.1593158010346264,0.1664343216988133,0.1727876656923818,0.179833883861179,90.0
656,0.0155134197232829,0.0194071970328532,0.0177351573490089,0.0166376899250386,0.0160912785221406,0.015971362831534,0.0163687876577419,0.0162694891517546,6.0
889,0.0040243685054678,0.0036976824100465,0.001955433534149,0.0025771050646781,0.0036350023228788,0.0024864115223222,0.0025291431371397,0.0020373344016182,10.0
940,1.967061697129248e-07,-0.0043128515657048,-0.0041937071383835,-0.0053426931066013,-0.0042461801933684,-0.0056315118729919,-0.0059316434264195,-0.0065609610108035,25.0
169,0.0452313791262937,0.0486142644681285,0.0421899181971386,0.0400522504578299,0.0388222496805938,0.0401641991992256,0.0410957426769844,0.0418611675488262,60.0
504,0.0472727092238117,0.043587456732732,0.0386447329441177,0.0338130150134352,0.0355666513354614,0.0361978801250231,0.0356044494288055,0.0348054610120607,18.0
440,0.0122264615948763,0.0141810985636025,0.0124214754728312,0.0115501766173662,0.009931937282774,0.0106850424038063,0.0120531835693351,0.0104983206678487,6.0
602,0.1525065595900359,0.1525660363161431,0.1376651777471268,0.1300665948532116,0.1273777265039174,0.1329377161122187,0.1371696591571684,0.1401732199305656,80.0
51,0.0253138148503192,0.0252834057572928,0.0222619204765289,0.0205920341056028,0.0228214123226407,0.023763487187396,0.0213344368911828,0.0212140605255711,12.0
327,0.0033257103758997,0.0109079253711739,0.010172698823267,0.0115064172095406,0.0068987933876343,0.0055739064452925,0.0092406374338661,0.0115835286632765,30.0
475,0.0264684265026523,0.0245060891344254,0.0219920535112916,0.0199806831462936,0.0235576858040049,0.0245777337028347,0.0215178245154322,0.0192845128511211,12.0
188,0.0581918622051,0.0620092511793766,0.0548039646136609,0.051830282796668,0.0489769173461363,0.0505277659418461,0.0532866813774057,0.0538876225735562,80.0
260,0.0040291213071539,0.0089617850096349,0.007390054690872,0.0103675130529179,0.0060873674220518,0.0065969673786628,0.008651727595457,0.0109335493384547,12.0
1011,0.0266634952369656,0.0171792149545437,0.0160615170637141,0.0116846223473132,0.0126636344012428,0.0125775285663434,0.0120861193915729,0.0127927597006161,70.0
743,0.0537723341216656,0.0552479488376914,0.0510714854987155,0.0435136789594397,0.0448887384331389,0.0433979146007328,0.043055801935618,0.0455773541261372,30.0
69,0.0223925730019908,0.0238460218579856,0.0200554139783144,0.0191379168273484,0.0189993785043268,0.0200960336513135,0.0203855677828217,0.0202129325134068,14.0
704,0.0290217696973086,0.0333582179289705,0.0311101122563519,0.0279792856613221,0.0264754055350211,0.0257991756072374,0.0271525338604898,0.0289994736733682,16.0
907,0.0142870588796714,0.0101391233397993,0.0097051651736303,0.0073542242366873,0.009599069393379,0.0087487731760162,0.0071966854454247,0.0070544503062107,14.0
79,0.0285645916838341,0.0297930174634964,0.0256046270743124,0.0239545278680057,0.0250493323289808,0.0260830147499495,0.0248344002070851,0.0243197302850297,16.0
455,0.0223271799381809,0.0200364391678749,0.0188748925119829,0.0181649217248744,0.0177104510976521,0.0188501247281207,0.0178630369818287,0.0174316750879919,8.0
579,0.1131137501394181,0.1108724867753741,0.0977815506026405,0.0902562819005568,0.091203237940673,0.0946618943163582,0.0971937905746835,0.0959619931354241,50.0
689,0.0207749313881502,0.0210586666102635,0.020070087608406,0.0159170521200003,0.0163941243863835,0.0163085681815813,0.0152119137922102,0.015812851279366,12.0
655,0.0156422453826013,0.019746538604024,0.0177435004828725,0.0164699181228615,0.0166913967044513,0.0155462947268299,0.0163460630116975,0.0161973249463139,6.0
805,0.1076642578272962,0.1027829240639225,0.0942229467274252,0.0782120660991356,0.0799494770569256,0.0776685343389381,0.0771885642974982,0.0839472500161122,70.0
9,0.0063355156903571,0.0078957910850608,0.0069594262593688,0.0071334811830491,0.0082299582883505,0.0088716333696887,0.0071518716193685,0.0061325662811052,2.0
320,0.0033017538158567,0.0106749533661696,0.0099135623249891,0.0113218379012251,0.0067363601939801,0.0054302727637497,0.0090140034659025,0.0115112131618436,30.0
553,0.0991920275370811,0.094543190114512,0.0850150048123039,0.0769868278949811,0.0783973165528232,0.0816474378481066,0.0824333255420456,0.0812292379468383,40.0
938,0.0108968943625665,0.0081867662211275,0.0063270748958356,0.004053016027978,0.0060402080082413,0.0067325472550043,0.0033117478804531,0.0044709073102559,20.0
103,0.0307503962936061,0.0324133802459488,0.0280240445181689,0.0254709855236599,0.0265483322539861,0.0273300809197204,0.0268203372798052,0.0264901835357938,25.0
821,0.136191373099778,0.1283255812016139,0.1165839014622709,0.0970462816146417,0.0983959051140651,0.0951561336570106,0.0960410330200709,0.1058332297294997,90.0
217,-0.0054894476237981,-0.0044454030188587,-0.0036361555783709,-0.0018202176449547,-0.0039249644394948,-0.004475721422028,-0.0033590075329058,-0.0025588032291876,2.0
619,0.1925743868150248,0.1924609008410754,0.1724526420450566,0.1632718283189779,0.1597130923569066,0.1665189443329946,0.1731208827062467,0.1797331213708086,90.0
462,0.0254205584527301,0.0226915867958068,0.021277521939426,0.018953527529717,0.019804410705799,0.0212268414075616,0.0202492221883402,0.0181757339661623,10.0
277,0.0066868438758968,0.0106749533661696,0.0094458961882972,0.011993676031536,0.0068001643972689,0.0073501446069085,0.0106038727006348,0.0127923247713409,14.0
909,0.0145327367951611,0.0104836859361365,0.0104949307558201,0.0076099402697376,0.0101720392737931,0.0094152452111042,0.0073691871325615,0.0073243120764772,14.0
458,0.0223762111360573,0.0198723970673294,0.0190251304834955,0.01834927081642,0.017791653140374,0.0187541034642866,0.0178177606309517,0.0173598037021651,8.0
798,0.0996105421262479,0.0998726524744417,0.0912399265450179,0.0774229556875929,0.0779214743870388,0.0758140689105523,0.0768993152940492,0.0824764000836693,60.0
132,0.0327311425075238,0.0366634870396991,0.0321548469261816,0.0297761696751323,0.0340848963018771,0.0299195589826834,0.030818334534904,0.0307945674377561,40.0
220,-0.0034011956733811,-0.0029488952021288,-0.0037812278939655,-0.0010543220439773,-0.0037616925655106,-0.0032085598660615,-0.0027048250865254,-0.0017437633461277,4.0
209,0.0792670593412374,0.0791715685067908,0.0691155914262887,0.0643994214907056,0.0647767912244135,0.0674020182780718,0.0673825136572566,0.068187203633386,100.0
612,0.1926388714453119,0.1927035952962272,0.1727036337403493,0.1630353314589114,0.1593503305136944,0.1664947643957036,0.1728616834922647,0.179431112462914,90.0
434,0.0119164197281861,0.010906197658743,0.0104986528180984,0.0096959373876753,0.0093253189631652,0.0100519938708219,0.0097610948854868,0.0084881084242251,4.0
101,0.0308420973467909,0.0323327564608009,0.0276468589651986,0.0258168948539787,0.0267562015782976,0.0274280740527308,0.0264710213363395,0.0263147494040971,25.0
185,0.0578421350932121,0.0618110748437544,0.0540220429584742,0.0517919583438173,0.0488251875048487,0.0503622810267541,0.0529953965289282,0.0543428518609821,80.0
293,0.0012392812320924,0.0068829739824503,0.007091352509866,0.0079889140353945,0.0056360880771038,0.003592072519335,0.0064530601226579,0.0080916490835905,18.0
679,0.0223950213906877,0.0251741221273732,0.0225463143676842,0.0211072180279844,0.0208086849607664,0.0204693901393758,0.0211430087939399,0.0216768989986534,10.0
124,0.0337464786619452,0.0349833563561139,0.0307872729301985,0.0283563324670121,0.0301107158171797,0.0309903140269222,0.0304881361679237,0.0289865290998683,35.0
119,0.037513000635035,0.0394517405990215,0.0351933394624374,0.0320183534078136,0.032922430404145,0.033772736218447,0.0331513424075753,0.0332115635008444,30.0
57,0.0258399370062566,0.0249875475376117,0.0223463948943477,0.0202531274552955,0.022592338916501,0.0236907384826619,0.0213458864754558,0.0209205722477725,12.0
640,0.0079824810226725,0.0085199731420239,0.0072533199719748,0.0073273185368791,0.0050802354932303,0.0062265704457962,0.0059966507355563,0.0069902552773101,4.0
772,0.0706119849839761,0.0730849421113832,0.0664197909286376,0.0561851769028828,0.0576370237505257,0.0554421266023145,0.0563153384184958,0.0601681117086109,45.0
916,0.0053408255289606,0.0036397776710822,0.0038633530306005,0.0029620316753597,0.0036233942782954,0.0024385389660086,0.0030393171692416,0.0028054374243564,16.0
733,0.042016344757693,0.0425985721412602,0.0394133232908876,0.0329576769337373,0.0333624845265566,0.0320311282006733,0.0328355502908988,0.0352074142753303,25.0
1017,0.0270783964710921,0.0182259669086755,0.0174617827473417,0.0122571765505326,0.0137129377052445,0.0135226358139401,0.0133028337949249,0.0131958562518493,70.0
923,0.007641787219373,0.005032269628353,0.0050513021746087,0.0038176405229555,0.0048035452312074,0.0042942903502394,0.003152801361956,0.0036969363491843,18.0
727,0.040679108228381,0.0422455899417349,0.0370962641034386,0.0328145925291595,0.0332586156779592,0.0342369377181501,0.0321897296742005,0.0343432895065871,20.0
866,0.007521175828705,0.0051582668846357,0.0021965140686874,0.0034649836547832,0.0051764249922184,0.0058776692416894,0.0050883080866163,0.0037452292807947,6.0
1023,0.0261898866315516,0.017309879688787,0.01464065117776,0.0103881185172156,0.0129912096269995,0.0131360729664198,0.0106299079009678,0.0125412015483936,80.0
535,0.0754543557074349,0.0759946915359015,0.0678085269506492,0.062492836346856,0.0607089121041381,0.0630356527169822,0.0662937762708939,0.0651501662191979,30.0
240,-0.0028046438052514,0.0018363468812163,0.0004161256142488,0.0039482074005201,-0.0011731450795824,-0.0008253708452202,0.0023229084773782,0.0040482829338838,8.0
99,0.0280428914276443,0.0285452977979148,0.024906488314818,0.022823066804066,0.024411359990374,0.0249862593605369,0.0244988408662091,0.0238981257630384,20.0
513,0.0419898768815396,0.0402075071032614,0.0366711375730774,0.0332969910061869,0.0341487045504244,0.0353001726641805,0.0349465069538826,0.033512070168983,20.0
