,WaveLength,Abs.
0,400.126678,0.011994
1,400.592621,0.011966
2,401.058533,0.011939
3,401.524323,0.011912
4,401.990051,0.011884
5,402.455688,0.011857
6,402.921265,0.011829
7,403.386749,0.011802
8,403.852142,0.011774
9,404.317474,0.011747
10,404.782715,0.011719
11,405.247864,0.011691
12,405.712952,0.011663
13,406.177948,0.011635
14,406.642853,0.011607
15,407.107697,0.011579
16,407.572479,0.011551
17,408.03714,0.011523
18,408.50174,0.011494
19,408.966278,0.011466
20,409.430695,0.011438
21,409.89505,0.011409
22,410.359344,0.011381
23,410.823547,0.011353
24,411.287659,0.011325
25,411.751709,0.011296
26,412.215668,0.011268
27,412.679535,0.01124
28,413.143341,0.011212
29,413.607056,0.011184
30,414.070679,0.011157
31,414.534241,0.011129
32,414.997711,0.011101
33,415.461121,0.011073
34,415.924438,0.011046
35,416.387665,0.011018
36,416.85083,0.01099
37,417.313904,0.010962
38,417.776917,0.010934
39,418.239838,0.010906
40,418.702667,0.010878
41,419.165436,0.01085
42,419.628113,0.010821
43,420.090698,0.010793
44,420.553223,0.010764
45,421.015656,0.010735
46,421.478027,0.010706
47,421.940308,0.010676
48,422.402496,0.010647
49,422.864624,0.010616
50,423.32666,0.010586
51,423.788605,0.010555
52,424.250488,0.010524
53,424.712311,0.010492
54,425.174011,0.01046
55,425.635651,0.010428
56,426.097229,0.010395
57,426.558716,0.010362
58,427.020111,0.010329
59,427.481415,0.010295
60,427.942657,0.010262
61,428.403839,0.010228
62,428.864929,0.010194
63,429.325928,0.01016
64,429.786835,0.010126
65,430.247681,0.010092
66,430.708466,0.010059
67,431.169159,0.010025
68,431.629761,0.009992
69,432.090271,0.009958
70,432.55072,0.009925
71,433.011108,0.009892
72,433.471375,0.00986
73,433.93158,0.009827
74,434.391724,0.009795
75,434.851776,0.009763
76,435.311737,0.009731
77,435.771637,0.009699
78,436.231445,0.009668
79,436.691193,0.009637
80,437.150818,0.009606
81,437.610413,0.009576
82,438.069916,0.009546
83,438.529327,0.009516
84,438.988647,0.009486
85,439.447906,0.009457
86,439.907074,0.009428
87,440.36618,0.0094
88,440.825195,0.009372
89,441.284149,0.009344
90,441.743011,0.009317
91,442.201782,0.00929
92,442.660492,0.009263
93,443.11911,0.009237
94,443.577637,0.009211
95,444.036102,0.009186
96,444.494507,0.009161
97,444.95282,0.009136
98,445.411041,0.009112
99,445.869171,0.009087
100,446.32724,0.009063
101,446.785248,0.00904
102,447.243134,0.009016
103,447.700989,0.008992
104,448.158722,0.008969
105,448.616394,0.008945
106,449.074005,0.008922
107,449.531525,0.008899
108,449.988953,0.008875
109,450.446289,0.008852
110,450.903564,0.008828
111,451.360779,0.008805
112,451.817902,0.008781
113,452.274933,0.008757
114,452.731903,0.008734
115,453.188782,0.00871
116,453.645569,0.008686
117,454.102295,0.008662
118,454.55896,0.008637
119,455.015503,0.008613
120,455.472015,0.008589
121,455.928406,0.008564
122,456.384735,0.008539
123,456.841003,0.008515
124,457.29715,0.00849
125,457.753265,0.008465
126,458.209259,0.00844
127,458.665192,0.008415
128,459.121063,0.008389
129,459.576843,0.008364
130,460.032532,0.008339
131,460.488159,0.008314
132,460.943695,0.008289
133,461.39917,0.008264
134,461.854553,0.008239
