,WaveLength,Abs.
0,400.126678,0.034672
1,400.592621,0.034587
2,401.058533,0.034501
3,401.524323,0.034416
4,401.990051,0.03433
5,402.455688,0.034245
6,402.921265,0.03416
7,403.386749,0.034074
8,403.852142,0.033988
9,404.317474,0.033903
10,404.782715,0.033817
11,405.247864,0.033731
12,405.712952,0.033645
13,406.177948,0.033559
14,406.642853,0.033473
15,407.107697,0.033386
16,407.572479,0.0333
17,408.03714,0.033213
18,408.50174,0.033126
19,408.966278,0.033039
20,409.430695,0.032952
21,409.89505,0.032865
22,410.359344,0.032778
23,410.823547,0.032691
24,411.287659,0.032603
25,411.751709,0.032516
26,412.215668,0.032428
27,412.679535,0.032341
28,413.143341,0.032253
29,413.607056,0.032165
30,414.070679,0.032077
31,414.534241,0.031989
32,414.997711,0.031901
33,415.461121,0.031813
34,415.924438,0.031725
35,416.387665,0.031636
36,416.85083,0.031547
37,417.313904,0.031458
38,417.776917,0.031369
39,418.239838,0.03128
40,418.702667,0.031191
41,419.165436,0.031101
42,419.628113,0.031011
43,420.090698,0.030921
44,420.553223,0.03083
45,421.015656,0.03074
46,421.478027,0.030648
47,421.940308,0.030557
48,422.402496,0.030465
49,422.864624,0.030372
50,423.32666,0.03028
51,423.788605,0.030186
52,424.250488,0.030092
53,424.712311,0.029998
54,425.174011,0.029903
55,425.635651,0.029807
56,426.097229,0.029711
57,426.558716,0.029615
58,427.020111,0.029518
59,427.481415,0.029421
60,427.942657,0.029323
61,428.403839,0.029226
62,428.864929,0.029128
63,429.325928,0.02903
64,429.786835,0.028931
65,430.247681,0.028833
66,430.708466,0.028735
67,431.169159,0.028637
68,431.629761,0.028538
69,432.090271,0.02844
70,432.55072,0.028342
71,433.011108,0.028245
72,433.471375,0.028147
73,433.93158,0.028049
74,434.391724,0.027952
75,434.851776,0.027855
76,435.311737,0.027758
77,435.771637,0.027662
78,436.231445,0.027566
79,436.691193,0.02747
80,437.150818,0.027374
81,437.610413,0.027279
82,438.069916,0.027185
83,438.529327,0.02709
84,438.988647,0.026997
85,439.447906,0.026903
86,439.907074,0.02681
87,440.36618,0.026717
88,440.825195,0.026625
89,441.284149,0.026533
90,441.743011,0.026442
91,442.201782,0.026351
92,442.660492,0.02626
93,443.11911,0.02617
94,443.577637,0.02608
95,444.036102,0.025991
96,444.494507,0.025902
97,444.95282,0.025814
98,445.411041,0.025726
99,445.869171,0.025638
100,446.32724,0.02555
101,446.785248,0.025463
102,447.243134,0.025376
103,447.700989,0.02529
104,448.158722,0.025204
105,448.616394,0.025118
106,449.074005,0.025032
107,449.531525,0.024946
108,449.988953,0.024861
109,450.446289,0.024776
110,450.903564,0.024691
111,451.360779,0.024606
112,451.817902,0.024522
113,452.274933,0.024438
114,452.731903,0.024354
115,453.188782,0.02427
116,453.645569,0.024187
117,454.102295,0.024104
118,454.55896,0.024021
119,455.015503,0.023939
120,455.472015,0.023857
121,455.928406,0.023775
122,456.384735,0.023693
123,456.841003,0.023612
124,457.29715,0.023532
125,457.753265,0.023451
126,458.209259,0.023371
127,458.665192,0.023292
128,459.121063,0.023213
129,459.576843,0.023134
130,460.032532,0.023056
131,460.488159,0.022979
132,460.943695,0.022902
133,461.39917,0.022825
134,461.854553,0.022749
135,462.309845,0.022674
136,462.765076,0.022599
137,463.220215,0.022524
138,463.675293,0.022451
139,464.13028,0.022378
140,464.585175,0.022305
141,465.040009,0.022233
142,465.494751,0.022162
143,465.949432,0.022092
144,466.404022,0.022022
145,466.858551,0.021952
146,467.312988,0.021884
147,467.767334,0.021816
148,468.221619,0.021749
149,468.675812,0.021682
150,469.129944,0.021616
151,469.583984,0.021551
152,470.037964,0.021487
153,470.491852,0.021424
154,470.945648,0.021361
155,471.399384,0.021299
156,471.853027,0.021238
157,472.30661,0.021178
158,472.760101,0.021119
159,473.213501,0.021061
160,473.66684,0.021004
161,474.120117,0.020947
162,474.573273,0.020892
163,475.026367,0.020837
164,475.479401,0.020784
165,475.932343,0.020731
166,476.385223,0.020679
167,476.837982,0.020628
168,477.29071,0.020578
169,477.743317,0.020529
170,478.195892,0.020481
171,478.648346,0.020433
172,479.100739,0.020386
173,479.55307,0.020341
174,480.00528,0.020295
175,480.457458,0.020251
176,480.909515,0.020208
177,481.361542,0.020165
178,481.813446,0.020122
179,482.265289,0.02008
180,482.717072,0.020039
181,483.168732,0.019998
182,483.620361,0.019956
183,484.071869,0.019916
184,484.523315,0.019875
185,484.974701,0.019834
186,485.425995,0.019793
187,485.877197,0.019751
188,486.328339,0.01971
189,486.779388,0.019668
190,487.230377,0.019626
191,487.681274,0.019583
192,488.132111,0.01954
193,488.582855,0.019497
194,489.033508,0.019453
195,489.4841,0.019408
196,489.934601,0.019363
197,490.38504,0.019317
198,490.835388,0.019271
199,491.285675,0.019224
200,491.73587,0.019177
201,492.185974,0.019128
202,492.636017,0.019079
203,493.085968,0.019029
204,493.535858,0.018979
205,493.985657,0.018928
206,494.435394,0.018877
207,494.88504,0.018824
208,495.334595,0.018772
209,495.784088,0.018719
210,496.23349,0.018665
211,496.682831,0.018612
212,497.13208,0.018558
213,497.581268,0.018503
214,498.030365,0.018449
215,498.47937,0.018394
216,498.928314,0.018339
217,499.377167,0.018284
218,499.825958,0.018229
219,500.274658,0.018174
220,500.723297,0.018118
221,501.171844,0.018063
222,501.6203,0.018008
223,502.068695,0.017953
224,502.517029,0.017897
225,502.96524,0.017842
226,503.413422,0.017787
227,503.861481,0.017732
228,504.309479,0.017678
229,504.757416,0.017623
230,505.205261,0.017569
231,505.653015,0.017515
232,506.100708,0.017461
233,506.548309,0.017407
234,506.99585,0.017354
235,507.443298,0.017301
236,507.890686,0.017249
237,508.337982,0.017197
238,508.785187,0.017145
239,509.23233,0.017094
240,509.679382,0.017043
241,510.126373,0.016993
242,510.573273,0.016944
243,511.020111,0.016895
244,511.466858,0.016846
245,511.913513,0.016799
246,512.360107,0.016752
247,512.806641,0.016705
248,513.253052,0.016659
249,513.699402,0.016614
250,514.145691,0.016569
251,514.591858,0.016525
252,515.038025,0.016481
253,515.48407,0.016438
254,515.929993,0.016395
255,516.375916,0.016353
256,516.821716,0.016312
257,517.267456,0.016271
258,517.713074,0.016231
259,518.158691,0.016191
260,518.604126,0.016151
261,519.049561,0.016113
262,519.494934,0.016075
263,519.940186,0.016037
264,520.385376,0.016
265,520.830444,0.015963
266,521.275452,0.015927
267,521.720398,0.015892
268,522.165283,0.015857
269,522.610107,0.015823
270,523.05481,0.015789
271,523.499451,0.015756
272,523.94397,0.015724
273,524.388489,0.015692
274,524.832886,0.01566
275,525.277161,0.015629
276,525.721436,0.015599
277,526.165588,0.015569
278,526.60968,0.01554
279,527.05365,0.01551
280,527.49762,0.015482
281,527.941467,0.015454
282,528.385254,0.015426
283,528.828918,0.015398
284,529.272522,0.015371
285,529.716064,0.015344
286,530.159546,0.015318
287,530.602905,0.015291
288,531.046204,0.015266
289,531.489441,0.01524
290,531.932617,0.015216
291,532.375671,0.015191
292,532.818665,0.015167
293,533.261536,0.015143
294,533.704407,0.01512
295,534.147156,0.015098
296,534.589844,0.015076
297,535.03241,0.015054
298,535.474915,0.015033
299,535.917358,0.015012
300,536.359741,0.014992
301,536.802002,0.014972
302,537.244202,0.014953
303,537.68634,0.014934
304,538.128418,0.014915
305,538.570374,0.014897
306,539.012268,0.014879
307,539.454102,0.014861
308,539.895813,0.014843
309,540.337463,0.014825
310,540.779053,0.014807
311,541.220581,0.014789
312,541.661987,0.014772
313,542.103333,0.014754
314,542.544617,0.014736
315,542.985779,0.014718
316,543.42688,0.014701
317,543.86792,0.014683
318,544.308899,0.014665
