,WaveLength,Abs.
0,400.126678,0.049308
1,400.592621,0.049277
2,401.058533,0.049246
3,401.524323,0.049216
4,401.990051,0.049185
5,402.455688,0.049154
6,402.921265,0.049123
7,403.386749,0.049093
8,403.852142,0.049062
9,404.317474,0.049031
10,404.782715,0.049
11,405.247864,0.04897
12,405.712952,0.048939
13,406.177948,0.048908
14,406.642853,0.048877
15,407.107697,0.048847
16,407.572479,0.048816
17,408.03714,0.048785
18,408.50174,0.048755
19,408.966278,0.048724
20,409.430695,0.048693
21,409.89505,0.048663
22,410.359344,0.048633
23,410.823547,0.048603
24,411.287659,0.048572
25,411.751709,0.048543
26,412.215668,0.048513
27,412.679535,0.048483
28,413.143341,0.048454
29,413.607056,0.048424
30,414.070679,0.048395
31,414.534241,0.048366
32,414.997711,0.048338
33,415.461121,0.048309
34,415.924438,0.04828
35,416.387665,0.048252
36,416.85083,0.048224
37,417.313904,0.048195
38,417.776917,0.048167
39,418.239838,0.048139
40,418.702667,0.048111
41,419.165436,0.048083
42,419.628113,0.048056
43,420.090698,0.048028
44,420.553223,0.048
45,421.015656,0.047972
46,421.478027,0.047944
47,421.940308,0.047916
48,422.402496,0.047888
49,422.864624,0.04786
50,423.32666,0.047832
51,423.788605,0.047804
52,424.250488,0.047775
53,424.712311,0.047747
54,425.174011,0.047718
55,425.635651,0.047689
56,426.097229,0.04766
57,426.558716,0.04763
58,427.020111,0.047601
59,427.481415,0.047571
60,427.942657,0.047541
61,428.403839,0.047511
62,428.864929,0.047481
63,429.325928,0.047451
64,429.786835,0.04742
65,430.247681,0.047389
66,430.708466,0.047359
67,431.169159,0.047328
68,431.629761,0.047297
69,432.090271,0.047265
70,432.55072,0.047234
71,433.011108,0.047202
72,433.471375,0.047171
73,433.93158,0.047139
74,434.391724,0.047107
75,434.851776,0.047075
76,435.311737,0.047043
77,435.771637,0.047011
78,436.231445,0.046978
79,436.691193,0.046946
80,437.150818,0.046913
81,437.610413,0.04688
82,438.069916,0.046847
83,438.529327,0.046814
84,438.988647,0.046781
85,439.447906,0.046748
86,439.907074,0.046715
87,440.36618,0.046681
88,440.825195,0.046648
89,441.284149,0.046614
90,441.743011,0.046581
91,442.201782,0.046547
92,442.660492,0.046514
93,443.11911,0.04648
94,443.577637,0.046446
95,444.036102,0.046413
96,444.494507,0.046379
97,444.95282,0.046345
98,445.411041,0.046311
99,445.869171,0.046277
100,446.32724,0.046243
101,446.785248,0.046209
102,447.243134,0.046174
103,447.700989,0.04614
104,448.158722,0.046105
105,448.616394,0.046071
106,449.074005,0.046036
107,449.531525,0.046001
108,449.988953,0.045965
109,450.446289,0.04593
110,450.903564,0.045894
111,451.360779,0.045858
112,451.817902,0.045822
113,452.274933,0.045786
114,452.731903,0.04575
115,453.188782,0.045714
116,453.645569,0.045677
117,454.102295,0.04564
118,454.55896,0.045604
119,455.015503,0.045567
120,455.472015,0.04553
121,455.928406,0.045493
122,456.384735,0.045456
123,456.841003,0.045418
124,457.29715,0.045381
125,457.753265,0.045344
126,458.209259,0.045306
127,458.665192,0.045269
128,459.121063,0.045231
129,459.576843,0.045194
130,460.032532,0.045156
131,460.488159,0.045119
132,460.943695,0.045081
133,461.39917,0.045044
134,461.854553,0.045006
135,462.309845,0.044968
136,462.765076,0.044931
137,463.220215,0.044893
138,463.675293,0.044856
139,464.13028,0.044818
140,464.585175,0.044781
141,465.040009,0.044743
142,465.494751,0.044705
143,465.949432,0.044668
144,466.404022,0.04463
145,466.858551,0.044592
146,467.312988,0.044554
147,467.767334,0.044516
148,468.221619,0.044478
149,468.675812,0.04444
150,469.129944,0.044402
151,469.583984,0.044363
152,470.037964,0.044325
153,470.491852,0.044286
154,470.945648,0.044248
155,471.399384,0.044209
156,471.853027,0.04417
157,472.30661,0.044132
158,472.760101,0.044093
159,473.213501,0.044054
160,473.66684,0.044014
161,474.120117,0.043975
162,474.573273,0.043936
163,475.026367,0.043897
