shade,MSI_ref,AS7343
red_L,0.128230,0.16697
,0.128230,0.16401
,0.128230,0.16602
,0.128230,0.17583
,0.128230,0.16697
,0.128230,0.16792
red_M,0.226181,0.30426
,0.226181,0.30402
,0.226181,0.30346
,0.226181,0.30365
,0.226181,0.30389
,0.226181,0.30267
red_D,0.404527,0.42655
,0.404527,0.41926
,0.404527,0.41851
,0.404527,0.41635
,0.404527,0.4151
,0.404527,0.41428
ylw_L,0.040126,0.02288
,0.040126,0.02338
,0.040126,0.02364
,0.040126,0.02339
,0.040126,0.02349
,0.040126,0.02335
ylw_M,0.022126,0.05094
,0.022126,0.0511
,0.022126,0.05113
,0.022126,0.05154
,0.022126,0.05083
,0.022126,0.04877
ylw_D,0.029774,0.05995
,0.029774,0.06431
,0.029774,0.06087
,0.029774,0.06018
,0.029774,0.06503
,0.029774,0.06293
grn_L,0.049240,0.0864
,0.049240,0.08872
,0.049240,0.09248
,0.049240,0.08828
,0.049240,0.08807
,0.049240,0.08784
grn_M,0.053911,0.23901
,0.053911,0.23802
,0.053911,0.23849
,0.053911,0.23979
,0.053911,0.23966
,0.053911,0.23837
grn_D,0.126269,0.35292
,0.126269,0.34809
,0.126269,0.35322
,0.126269,0.34916
,0.126269,0.35215
,0.126269,0.35223
blu_L,0.059395,0.08703
,0.059395,0.08274
,0.059395,0.08781
,0.059395,0.08601
,0.059395,0.08645
,0.059395,0.08534
blu_M,0.129696,0.30883
,0.129696,0.31031
,0.129696,0.30693
,0.129696,0.30712
,0.129696,0.30752
,0.129696,0.30883
blu_D,0.315103,0.49817
,0.315103,0.50005
,0.315103,0.4996
,0.315103,0.49941
,0.315103,0.49962
,0.315103,0.49941
vio_L,0.197688,0.38135
,0.197688,0.38199
,0.197688,0.38228
,0.197688,0.38189
,0.197688,0.38146
,0.197688,0.38198
vio_M,0.204691,0.52819
,0.204691,0.54415
,0.204691,0.5473
,0.204691,0.54752
,0.204691,0.54747
,0.204691,0.54721
vio_D,0.323969,0.82158
,0.323969,0.81998
,0.323969,0.82145
,0.323969,0.82136
,0.323969,0.82162
,0.323969,0.82162
