shade,MSI_ref,AS7343
red_L,0.231204,0.33043
,0.231204,0.32711
,0.231204,0.32907
,0.231204,0.24414
,0.231204,0.33023
,0.231204,0.33127
red_M,0.368431,0.73588
,0.368431,0.73582
,0.368431,0.73492
,0.368431,0.73518
,0.368431,0.73543
,0.368431,0.73319
red_D,0.461590,1.1681
,0.461590,1.16516
,0.461590,1.16464
,0.461590,1.16568
,0.461590,1.16602
,0.461590,1.16533
ylw_L,0.144487,0.14456
,0.144487,0.14542
,0.144487,0.14556
,0.144487,0.14528
,0.144487,0.14535
,0.144487,0.14538
ylw_M,0.232011,0.3146
,0.232011,0.31436
,0.232011,0.31441
,0.232011,0.31514
,0.232011,0.31397
,0.232011,0.31234
ylw_D,0.409820,0.47588
,0.409820,0.48225
,0.409820,0.47737
,0.409820,0.47606
,0.409820,0.48089
,0.409820,0.48032
grn_L,0.111023,0.12627
,0.111023,0.13145
,0.111023,0.13265
,0.111023,0.12657
,0.111023,0.12653
,0.111023,0.12589
grn_M,0.162427,0.38078
,0.162427,0.38053
,0.162427,0.38036
,0.162427,0.38147
,0.162427,0.38135
,0.162427,0.38013
grn_D,0.293046,0.57304
,0.293046,0.57093
,0.293046,0.57005
,0.293046,0.5694
,0.293046,0.57198
,0.293046,0.57198
blu_L,0.018902,0.03882
,0.018902,0.03522
,0.018902,0.04195
,0.018902,0.03984
,0.018902,0.04035
,0.018902,0.03987
blu_M,0.020417,0.11935
,0.020417,0.12098
,0.020417,0.11754
,0.020417,0.11769
,0.020417,0.11828
,0.020417,0.11935
blu_D,0.044102,0.17157
,0.044102,0.16602
,0.044102,0.16528
,0.044102,0.16488
,0.044102,0.16519
,0.044102,0.16512
vio_L,0.258225,0.45643
,0.258225,0.45711
,0.258225,0.45761
,0.258225,0.45721
,0.258225,0.45391
,0.258225,0.45728
vio_M,0.266093,0.59871
,0.266093,0.62535
,0.266093,0.63313
,0.266093,0.63318
,0.266093,0.63364
,0.266093,0.63349
vio_D,0.385025,0.949
,0.385025,0.949
,0.385025,0.94932
,0.385025,0.94932
,0.385025,0.94942
,0.385025,0.94921
