shade,msi
red_L,0.016277000000000
red_M,0.065914000000000
red_D,0.151725000000000
ylw_L,0.002936000000000
ylw_M,0.001557000000000
ylw_D,0.002998000000000
grn_L,0.291828000000000
grn_M,0.385038000000000
grn_D,0.464086000000000
blu_L,0.444170000000000
blu_M,0.469932000000000
blu_D,0.467931000000000
vio_L,0.393501000000000
vio_M,0.451726000000000
vio_D,0.467018000000000
