shade,msi
red_L,0.008872000000000
red_M,0.023533000000000
red_D,0.006388000000000
ylw_L,0.009623000000000
ylw_M,0.011410000000000
ylw_D,0.011033000000000
grn_L,0.011621000000000
grn_M,0.028937000000000
grn_D,0.065433000000000
blu_L,0.044808000000000
blu_M,0.103640000000000
blu_D,0.226844000000000
vio_L,0.033649000000000
vio_M,0.038645000000000
vio_D,0.077404000000000
