shade,msi
red_L,0.426471000000000
red_M,0.452602000000000
red_D,0.450589000000000
ylw_L,0.108415000000000
ylw_M,0.108229000000000
ylw_D,0.223053000000000
grn_L,0.040937000000000
grn_M,0.090231000000000
grn_D,0.191456000000000
blu_L,0.066025000000000
blu_M,0.134245000000000
blu_D,0.245623000000000
vio_L,0.440689000000000
vio_M,0.444924000000000
vio_D,0.447894000000000
