shade,msi
red_L,0.297011000000000
red_M,0.434767000000000
red_D,0.463964000000000
ylw_L,0.049587000000000
ylw_M,0.032846000000000
ylw_D,0.082626000000000
grn_L,0.082517000000000
grn_M,0.141722000000000
grn_D,0.280282000000000
blu_L,0.195048000000000
blu_M,0.351833000000000
blu_D,0.426553000000000
vio_L,0.384557000000000
vio_M,0.436498000000000
vio_D,0.449007000000000
