shade,msi
red_L,0.014021000000000
red_M,0.027115000000000
red_D,0.018397000000000
ylw_L,0.006334000000000
ylw_M,0.007134000000000
ylw_D,0.008928000000000
grn_L,0.348601000000000
grn_M,0.428848000000000
grn_D,0.493824000000000
blu_L,0.465993000000000
blu_M,0.501875000000000
blu_D,0.505518000000000
vio_L,0.439792000000000
vio_M,0.485043000000000
vio_D,0.502905000000000
