shade,msi
red_L,0.404766000000000
red_M,0.457078000000000
red_D,0.457151000000000
ylw_L,0.335842000000000
ylw_M,0.434632000000000
ylw_D,0.461456000000000
grn_L,0.248910000000000
grn_M,0.377823000000000
grn_D,0.439881000000000
blu_L,0.028111000000000
blu_M,0.028892000000000
blu_D,0.085635000000000
vio_L,0.431411000000000
vio_M,0.450856000000000
vio_D,0.455032000000000
