shade,msi
red_L,0.257040000000000
red_M,0.415052000000000
red_D,0.463283000000000
ylw_L,0.039590000000000
ylw_M,0.026294000000000
ylw_D,0.067159000000000
grn_L,0.095734000000000
grn_M,0.161029000000000
grn_D,0.307491000000000
blu_L,0.224054000000000
blu_M,0.380540000000000
blu_D,0.438921000000000
vio_L,0.368998000000000
vio_M,0.432715000000000
vio_D,0.448707000000000
