,WaveLength,Abs.
0,400.126678,0.028552
1,400.592621,0.028538
2,401.058533,0.028524
3,401.524323,0.02851
4,401.990051,0.028496
5,402.455688,0.028482
6,402.921265,0.028468
7,403.386749,0.028455
8,403.852142,0.028441
9,404.317474,0.028427
10,404.782715,0.028413
11,405.247864,0.028399
12,405.712952,0.028385
13,406.177948,0.028372
14,406.642853,0.028358
15,407.107697,0.028344
16,407.572479,0.028331
17,408.03714,0.028317
18,408.50174,0.028304
19,408.966278,0.02829
20,409.430695,0.028277
21,409.89505,0.028264
22,410.359344,0.028251
23,410.823547,0.028239
24,411.287659,0.028226
25,411.751709,0.028214
26,412.215668,0.028202
27,412.679535,0.02819
28,413.143341,0.028179
29,413.607056,0.028168
30,414.070679,0.028157
31,414.534241,0.028146
32,414.997711,0.028136
33,415.461121,0.028126
34,415.924438,0.028117
35,416.387665,0.028108
36,416.85083,0.028099
37,417.313904,0.028091
38,417.776917,0.028083
39,418.239838,0.028076
40,418.702667,0.028069
41,419.165436,0.028062
42,419.628113,0.028056
43,420.090698,0.028051
44,420.553223,0.028046
45,421.015656,0.028041
46,421.478027,0.028036
47,421.940308,0.028032
48,422.402496,0.028028
49,422.864624,0.028024
50,423.32666,0.028021
51,423.788605,0.028017
52,424.250488,0.028014
53,424.712311,0.028011
54,425.174011,0.028008
55,425.635651,0.028004
56,426.097229,0.028001
57,426.558716,0.027998
58,427.020111,0.027995
59,427.481415,0.027992
60,427.942657,0.027988
61,428.403839,0.027985
62,428.864929,0.027981
63,429.325928,0.027978
64,429.786835,0.027974
65,430.247681,0.02797
66,430.708466,0.027966
67,431.169159,0.027962
68,431.629761,0.027957
69,432.090271,0.027952
70,432.55072,0.027947
71,433.011108,0.027942
72,433.471375,0.027937
73,433.93158,0.027931
74,434.391724,0.027926
75,434.851776,0.02792
76,435.311737,0.027913
77,435.771637,0.027907
78,436.231445,0.0279
79,436.691193,0.027893
80,437.150818,0.027886
81,437.610413,0.027879
82,438.069916,0.027871
83,438.529327,0.027864
84,438.988647,0.027856
85,439.447906,0.027848
86,439.907074,0.02784
87,440.36618,0.027832
