,WaveLength,Abs.
0,400.126678,0.025695
1,400.592621,0.025672
2,401.058533,0.025648
3,401.524323,0.025625
4,401.990051,0.025601
5,402.455688,0.025578
6,402.921265,0.025554
7,403.386749,0.025531
8,403.852142,0.025508
9,404.317474,0.025484
10,404.782715,0.025461
11,405.247864,0.025438
12,405.712952,0.025415
13,406.177948,0.025392
14,406.642853,0.025369
15,407.107697,0.025346
16,407.572479,0.025323
17,408.03714,0.025301
18,408.50174,0.025278
19,408.966278,0.025256
20,409.430695,0.025234
21,409.89505,0.025213
22,410.359344,0.025191
23,410.823547,0.02517
24,411.287659,0.02515
25,411.751709,0.025129
26,412.215668,0.025109
27,412.679535,0.02509
28,413.143341,0.02507
29,413.607056,0.025052
30,414.070679,0.025033
31,414.534241,0.025016
32,414.997711,0.024998
33,415.461121,0.024981
34,415.924438,0.024964
35,416.387665,0.024948
36,416.85083,0.024932
37,417.313904,0.024917
38,417.776917,0.024902
39,418.239838,0.024888
40,418.702667,0.024874
41,419.165436,0.02486
42,419.628113,0.024847
43,420.090698,0.024834
44,420.553223,0.024821
45,421.015656,0.024809
46,421.478027,0.024796
47,421.940308,0.024784
48,422.402496,0.024772
49,422.864624,0.02476
50,423.32666,0.024748
51,423.788605,0.024736
52,424.250488,0.024724
53,424.712311,0.024712
54,425.174011,0.024699
55,425.635651,0.024687
56,426.097229,0.024674
57,426.558716,0.024661
58,427.020111,0.024648
59,427.481415,0.024634
60,427.942657,0.024621
61,428.403839,0.024607
62,428.864929,0.024593
63,429.325928,0.024578
64,429.786835,0.024564
65,430.247681,0.024549
66,430.708466,0.024533
67,431.169159,0.024518
68,431.629761,0.024502
69,432.090271,0.024486
70,432.55072,0.02447
71,433.011108,0.024453
72,433.471375,0.024436
73,433.93158,0.02442
74,434.391724,0.024403
75,434.851776,0.024386
76,435.311737,0.024369
77,435.771637,0.024352
78,436.231445,0.024335
79,436.691193,0.024319
80,437.150818,0.024302
81,437.610413,0.024285
82,438.069916,0.024269
83,438.529327,0.024253
84,438.988647,0.024237
85,439.447906,0.024221
86,439.907074,0.024205
87,440.36618,0.024189
88,440.825195,0.024174
89,441.284149,0.024159
90,441.743011,0.024144
91,442.201782,0.024129
92,442.660492,0.024114
93,443.11911,0.0241
94,443.577637,0.024086
95,444.036102,0.024072
96,444.494507,0.024058
97,444.95282,0.024044
98,445.411041,0.024031
99,445.869171,0.024018
100,446.32724,0.024005
101,446.785248,0.023992
102,447.243134,0.023979
103,447.700989,0.023966
104,448.158722,0.023953
105,448.616394,0.023941
106,449.074005,0.023928
107,449.531525,0.023916
108,449.988953,0.023903
109,450.446289,0.023891
110,450.903564,0.023878
111,451.360779,0.023866
112,451.817902,0.023854
113,452.274933,0.023842
114,452.731903,0.02383
115,453.188782,0.023818
116,453.645569,0.023806
117,454.102295,0.023794
118,454.55896,0.023782
119,455.015503,0.02377
120,455.472015,0.023758
121,455.928406,0.023747
122,456.384735,0.023735
123,456.841003,0.023724
124,457.29715,0.023712
125,457.753265,0.023701
126,458.209259,0.023689
127,458.665192,0.023677
128,459.121063,0.023666
129,459.576843,0.023654
130,460.032532,0.023642
131,460.488159,0.02363
132,460.943695,0.023618
133,461.39917,0.023606
134,461.854553,0.023593
135,462.309845,0.02358
136,462.765076,0.023567
